Source,Description,ID,Units,Link,Analyzed timeframe ,Link,Resolution,Data access,Source,Category,Reference
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO5_=_Max_temperature_of_warmest_month:_minimum,MERRAclimmin_80s_bio5,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO6_=_Min_temperature_of_coldest_month:_minimum,MERRAclimmin_80s_bio6,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO7_=_Temperature_annual_range:_minimum,MERRAclimmin_80s_bio7,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO8_=_Mean_temperature_of_wettest_quarter:_minimum,MERRAclimmin_80s_bio8,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO9_=_Mean_temperature_of_driest_quarter:_minimum,MERRAclimmin_80s_bio9,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO10_=_Mean_temperature_of_warmest_quarter:_minimum,MERRAclimmin_80s_bio10,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO11_=_Mean_temperature_of_coldest_quarter:_minimum,MERRAclimmin_80s_bio11,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO12_=_Annual_precipitation:_minimum,MERRAclimmin_80s_bio12,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO13_=_Precipitation_of_wettest_month:_minimum,MERRAclimmin_80s_bio13,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO14_=_Precipitation_of_driest_month:_minimum,MERRAclimmin_80s_bio14,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO15_=_Precipitation_seasonality_(coefficient_of_variation):_minimum,MERRAclimmin_80s_bio15,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO16_=_Precipitation_of_wettest_quarter:_minimum,MERRAclimmin_80s_bio16,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO17_=_Precipitation_of_driest_quarter:_minimum,MERRAclimmin_80s_bio17,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO18_=_Precipitation_of_warmest_quarter:_minimum,MERRAclimmin_80s_bio18,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1980s__BIO19_=_Precipitation_of_coldest_quarter:_minimum,MERRAclimmin_80s_bio19,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1980-1989,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s_BIO1_=_Annual__temperature:_minimum,MERRAclimmin_90s_bio1,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO2_=_Mean_diurnal_range:_minimum,MERRAclimmin_90s_bio2,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO3_=_Isothermality:_minimum,MERRAclimmin_90s_bio3,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO4_=_Temperature_seasonality:_minimum,MERRAclimmin_90s_bio4,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO5_=_Max_temperature_of_warmest_month:_minimum,MERRAclimmin_90s_bio5,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO6_=_Min_temperature_of_coldest_month:_minimum,MERRAclimmin_90s_bio6,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO7_=_Temperature_annual_range:_minimum,MERRAclimmin_90s_bio7,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO8_=_Mean_temperature_of_wettest_quarter:_minimum,MERRAclimmin_90s_bio8,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO9_=_Mean_temperature_of_driest_quarter:_minimum,MERRAclimmin_90s_bio9,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO10_=_Mean_temperature_of_warmest_quarter:_minimum,MERRAclimmin_90s_bio10,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO11_=_Mean_temperature_of_coldest_quarter:_minimum,MERRAclimmin_90s_bio11,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO12_=_Annual_precipitation:_minimum,MERRAclimmin_90s_bio12,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO13_=_Precipitation_of_wettest_month:_minimum,MERRAclimmin_90s_bio13,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO14_=_Precipitation_of_driest_month:_minimum,MERRAclimmin_90s_bio14,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO15_=_Precipitation_seasonality_(coefficient_of_variation):_minimum,MERRAclimmin_90s_bio15,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO16_=_Precipitation_of_wettest_quarter:_minimum,MERRAclimmin_90s_bio16,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO17_=_Precipitation_of_driest_quarter:_minimum,MERRAclimmin_90s_bio17,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO18_=_Precipitation_of_warmest_quarter:_minimum,MERRAclimmin_90s_bio18,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_1990s__BIO19_=_Precipitation_of_coldest_quarter:_minimum,MERRAclimmin_90s_bio19,kg of water/kg of air,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,1990-1999,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Precipitation,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s_BIO1_=_Annual__temperature:_mean,MERRAclimmin_00s_bio1,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO2_=_Mean_diurnal_range:_mean,MERRAclimmin_00s_bio2,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO3_=_Isothermality:_mean,MERRAclimmin_00s_bio3,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO4_=_Temperature_seasonality:_mean,MERRAclimmin_00s_bio4,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO5_=_Max_temperature_of_warmest_month:_mean,MERRAclimmin_00s_bio5,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO6_=_Min_temperature_of_coldest_month:_mean,MERRAclimmin_00s_bio6,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO7_=_Temperature_annual_range:_mean,MERRAclimmin_00s_bio7,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO8_=_Mean_temperature_of_wettest_quarter:_mean,MERRAclimmin_00s_bio8,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
MERRAclim:_high-resolution_global_dataset_of_remotely_sensed_bioclimatic_variables_for_ecological_modelling,MerraCLIM_2000s__BIO9_=_Mean_temperature_of_driest_quarter:_mean,MERRAclimmin_00s_bio9,Celsius,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2000-2009,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s2v81,2.5 arc-minutes,11-Oct-21,Satellite,Temperature,"C. Vega, G., Pertierra, L. & Olalla-Tárraga, M. MERRAclim, a high-resolution global dataset of remotely sensed bioclimatic variables for ecological modelling. Sci Data 4, 170078 (2017). https://doi.org/10.1038/sdata.2017.78"
